stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
6951,6951,"EB Heritage DR @ 5 ST SW",,  50.979486,-114.079305,,,0
6952,6952,"WB Heritage DR @ 5 ST SW",,  50.979645,-114.079523,,,0
6953,6953,"WB Heritage DR @ 5 ST SW",,  50.979656,-114.079608,,,0
6954,6954,"NB Castleridge BV @ Westwinds DR NE",,  51.107587,-113.967584,,,0
6955,6955,"WB Edgebrook RI @ Edgebrook CI NW",,  51.132930,-114.130528,,,0
6956,6956,"EB Coral Springs BV @ Coral Sands PL NE",,  51.098565,-113.930732,,,0
6957,6957,"SB @ Access RD Chateau Ests",,  51.062916,-113.912936,,,0
6958,6958,"WB 26 AV SW @ 26A ST SW",,  51.030129,-114.125760,,,0
6960,6960,"SB Nose Hill DR @ Country Hills BV NW",,  51.140606,-114.182798,,,0
6961,6961,"NB Citadel GA @ Country Hills BV NW",,  51.141601,-114.181165,,,0
6962,6962,"EB 22 AV NE @ Rundlehorn DR",,  51.072538,-113.940166,,,0
6963,6963,"SB California BV @ W. of Eldorado CL NE",,  51.071072,-113.931582,,,0
6964,6964,"EB California BV @ Del Ray RD NE",,  51.070863,-113.928112,,,0
6965,6965,"NB California BV @ Del Ray GA NE",,  51.073479,-113.926311,,,0
6966,6966,"NB  California BV @ California PL NE",,  51.077116,-113.926084,,,0
6967,6967,"WB California BV @ Burroughs MR NE",,  51.078425,-113.927311,,,0
6968,6968,"Brentwood LRT Station SB",,  51.086940,-114.133063,,,0
6969,6969,"SB 56 ST SE @ Dufferin BV",,  50.953258,-113.952028,,,0
6970,6970,"WB McKenzie Lake BV @ Mount McKenzie DR SE",,  50.916553,-113.981963,,,0
6971,6971,"EB Douglasdale BV @ Douglasbank GD SE",,  50.942671,-114.002397,,,0
6973,6973,"SB Coral Springs BV @ Coral Shores DR NE",,  51.103694,-113.925649,,,0
6974,6974,"WB 6 AV SW @ 6 ST SW",,  51.047917,-114.077040,,,0
6975,6975,"WB 6 AV SW @ 7 ST SW",,  51.047959,-114.078379,,,0
6976,6976,"EB 50 AV @ Peacekeepers GA SW",,  51.008636,-114.124495,,,0
6977,6977,"EB 50 AV SW @ Crowchild TR",,  51.008596,-114.118917,,,0
6978,6978,"WB 40 AV NW @ 40 ST NW",,  51.088327,-114.147859,,,0
6979,6979,"WB 50 AV SW @ Crowchild TR",,  51.008777,-114.122533,,,0
6980,6980,"WB 50 AV SW @ Richard RD",,  51.008798,-114.125953,,,0
6981,6981,"NB Richard RD @ 50 AV SW",,  51.009282,-114.129189,,,0
6982,6982,"Mount Royal University Station (NB)",,  51.010958,-114.126209,,,0
6983,6983,"EB Richard RD @ Richardson WY SW",,  51.011428,-114.123909,,,0
6984,6984,"WB Berkshire BV @ E. of Sandarac DR NW",,  51.132204,-114.096407,,,0
6985,6985,"NB 14 ST NW @ Berkshire BV",,  51.132405,-114.106301,,,0
6986,6986,"SB Coral Springs BV @ Coral Springs CL NE",,  51.107490,-113.927040,,,0
6987,6987,"NB 14 ST NW @ MacEwan DR",,  51.135231,-114.107097,,,0
6988,6988,"NB 14 ST NW @ Sandarac DR",,  51.140748,-114.108696,,,0
6989,6989,"WB Coventry Hills WY @ Covecreek GA NE",,  51.170388,-114.051543,,,0
6990,6990,"NB Hidden Valley DR @ Hidden Vale CR NW",,  51.144381,-114.102835,,,0
6991,6991,"NB Hidden Valley DR @ 100 Hidden Vale PL NW",,  51.145562,-114.104391,,,0
6992,6992,"WB Hidden Valley DR @ 14 ST NW",,  51.146749,-114.106548,,,0
6993,6993,"WB Hidden Valley DR @ Hidden Valley LD NW",,  51.147096,-114.113333,,,0
6994,6994,"WB Hidden Valley DR @ Hidden PA NW",,  51.146817,-114.115881,,,0
6995,6995,"NB Glendeer CI @ Heritage DR SE",,  50.987623,-114.028915,,,0
6996,6996,"EB 46 AV NW @ 84 ST NW",,  51.094028,-114.210000,,,0
6997,6997,"EB 5 AV SW @ 8 ST SW",,  51.048779,-114.080240,,,0
6998,6998,"EB 5 AV SW @ 8 ST SW",,  51.048752,-114.080227,,,0
6999,6999,"EB 5 AV SW @ 6 ST SW",,  51.048694,-114.076449,,,0
7000,7000,"EB 5 AV SW @ 6 ST SW",,  51.048668,-114.076522,,,0
7001,7001,"EB 5 AV SW @ 6 ST SW",,  51.048694,-114.076449,,,0
7002,7002,"SB 14 ST NW @ MacEwan DR",,  51.139799,-114.108870,,,0
7003,7003,"EB Coral Springs BV @ Coral Keys DR NE",,  51.108037,-113.932448,,,0
7004,7004,"NB Arbour Lake DR @ Arbour Vista HL NW",,  51.137128,-114.198994,,,0
7005,7005,"SB Arbour Lake DR@ Arbour Crest DR NW",,  51.138188,-114.199688,,,0
7006,7006,"SB Centre ST N @ 78 AV N",,  51.122340,-114.071599,,,0
7007,7007,"SB Harvest Hills BV @ Country Hills BV NW",,  51.152296,-114.065697,,,0
7008,7008,"EB 5 AV SW @ 1 ST SW",,  51.048335,-114.065727,,,0
7009,7009,"EB 5 AV SW @ 4 ST SW",,  51.048533,-114.071836,,,0
7010,7010,"SB 49 ST NW @ 40 AV NW",,  51.087525,-114.158877,,,0
7011,7011,"SB Canterbury DR @ Canova RD SW",,  50.947659,-114.088891,,,0
7012,7012,"SB Canterbury DR @ 116 AV SW",,  50.945454,-114.089570,,,0
7013,7013,"SB Canterbury DR @ Canova RD SW",,  50.943151,-114.089572,,,0
7014,7014,"SB Canyon Meadows DR@ Canterbury DR SW",,  50.936423,-114.080924,,,0
7015,7015,"NB 6 ST SW @ 130 AV SW",,  50.936641,-114.075615,,,0
7016,7016,"EB Canterbury DR @ 6 ST SW",,  50.937901,-114.075664,,,0
7017,7017,"NB Canterbury DR @ Cannell RD SW",,  50.940720,-114.075074,,,0
7018,7018,"NB Canterbury DR @ 120 AV SW",,  50.945399,-114.075506,,,0
7019,7019,"NB Canterbury DR @ 118 AV SW",,  50.947271,-114.076257,,,0
7020,7020,"WB Canterbury DR @ Canfield CR SW",,  50.947926,-114.080872,,,0
7021,7021,"WB Bowness RD @ 37 ST NW",,  51.060435,-114.141624,,,0
7022,7022,"EB 3 AV NW @ 37 ST NW",,  51.059699,-114.140585,,,0
7023,7023,"NB Hidden Valley DR @ Hidden Valley GR NW",,  51.146207,-114.098838,,,0
7024,7024,"Chinook LRT Station WB",,  50.997536,-114.066639,,,0
7025,7025,"WB Hamptons BV @ Hamptons GV NW",,  51.144580,-114.156345,,,0
7026,7026,"SB Sherwood BV @ Sherwood MT NW",,  51.161273,-114.155749,,,0
7028,7028,"EB Beddington BV @ Bedridge WY NE",,  51.125069,-114.066052,,,0
7029,7029,"EB Beddington BV @ Huntwick WY NE",,  51.125063,-114.062222,,,0
7030,7030,"EB Beddington BV @ Huntington RD NE",,  51.125053,-114.058620,,,0
7031,7031,"EB Douglas Woods DR @ Douglas Woods PL SE",,  50.946332,-113.998188,,,0
7032,7032,"EB Douglas Woods DR @ Douglas Woods MR SE",,  50.945557,-113.994992,,,0
7033,7033,"SB Douglas Woods DR @ Douglas Woods GV SE",,  50.941696,-113.989332,,,0
7034,7034,"NB Douglasdale BV@ Douglas Woods DR SE",,  50.943472,-114.003470,,,0
7035,7035,"NB Douglasbank DR @ N. of Douglasbank CR SE",,  50.945430,-114.007914,,,0
7036,7036,"WB Douglasbank DR @ Douglasbank CR SE",,  50.946492,-114.010737,,,0
7037,7037,"EB Douglasbank DR @ Douglasbank CR SE",,  50.946027,-114.009798,,,0
7038,7038,"EB Bonaventure DR@ W. of Fairmount DR SE",,  50.953888,-114.065033,,,0
7039,7039,"EB McKenzie DR @ McKenzie Lake BV SE",,  50.901877,-113.990467,,,0
7040,7040,"EB McKenzie DR @ McKenna CR SE",,  50.901481,-113.986993,,,0
7041,7041,"EB McKenzie DR @ McKerrell CL SE",,  50.902643,-113.982167,,,0
7042,7042,"NB  McKenzie DR @ McKerrell WY SE",,  50.904870,-113.981667,,,0
7043,7043,"SB McKenzie Lake BV @ McKenzie Lake GD SE",,  50.911868,-113.986918,,,0
7044,7044,"WB Mountain Park DR @ 100 Mount Victoria PL SE",,  50.912598,-113.991126,,,0
7045,7045,"NB McKenzie Lake WY @ McKenzie DR SE",,  50.907080,-113.981581,,,0
7046,7046,"NB McKenzie Lake WY @ McKenzie Lake MR SE",,  50.909381,-113.977690,,,0
7047,7047,"NB McKenzie Lake WY @ 1000McKenzie Lake BA SE",,  50.913530,-113.977762,,,0
7048,7048,"WB McKenzie LakeWY @ 500 McKenzie Lake BA SE",,  50.915322,-113.980420,,,0
7049,7049,"SB Mountain Park DR @ Mount Belcher PL SE",,  50.910129,-113.994103,,,0
7050,7050,"SB Mountain Park DR @ Mount Norquay GA SE",,  50.906211,-113.997372,,,0
7051,7051,"EB Mountain Park DR @ Mount Kidd RD SE",,  50.902776,-113.993951,,,0
7053,7053,"SB Charleswood DR @ Brentwood Mall NW",,  51.084449,-114.123963,,,0
7054,7054,"WB Northmount DR @ Benson RD NW",,  51.094247,-114.131368,,,0
7055,7055,"WB Northmount DR @ Bulyea RD NW",,  51.095620,-114.134569,,,0
7056,7056,"WB Northmount DR @ 34 ST NW",,  51.096094,-114.137739,,,0
7057,7057,"WB Northmount DR @ Boutlon RD NW",,  51.096093,-114.139910,,,0
7058,7058,"EB Northmount DR @ Button RD NW",,  51.095949,-114.138062,,,0
7059,7059,"EB Northmount DR @ Bulyea RD NW",,  51.095123,-114.133742,,,0
7060,7060,"EB Northmount DR @ Braden CR NW",,  51.093799,-114.130739,,,0
7061,7061,"NB Brisebois DR @ Crawford RD NW",,  51.098190,-114.127124,,,0
7062,7062,"WB 52 AV NW @ Brisebois DR",,  51.101041,-114.130033,,,0
7067,7067,"NB 31 ST NW @ 34 AV NW",,  51.084895,-114.129277,,,0
7070,7070,"SB Brentwood RD @ N. of Charleswood DR NW",,  51.085523,-114.128124,,,0
7071,7071,"EB Deer Ridge DR @ Deer Ridge WY SE",,  50.925431,-114.021851,,,0
7072,7072,"WB 52 AV NW @ Beaver RD",,  51.101036,-114.138277,,,0
7073,7073,"EB 52 AV NW @ Benton DR",,  51.100892,-114.136814,,,0
7074,7074,"EB 52 AV NW @ 33 ST NW",,  51.100900,-114.135285,,,0
7075,7075,"SB Brisebois DR @ 52 AV NW",,  51.100581,-114.129605,,,0
7076,7076,"SB Brisebois DR @ Bulyea RD NW",,  51.098776,-114.128259,,,0
7077,7077,"EB Edenwold DR @ Edelweiss RD NW",,  51.120853,-114.139052,,,0
7078,7078,"SB Edenwold DR @ Edenstone RD NW",,  51.121687,-114.143732,,,0
7079,7079,"NB Edenwold DR @ Edforth WY NW",,  51.126611,-114.138382,,,0
7080,7080,"NB Edgebrook DR @ Edgemont BV NW",,  51.128507,-114.138322,,,0
7081,7081,"NB Edgebrook DR @ Edgebrook RD NW",,  51.130827,-114.134604,,,0
7082,7082,"SB  Edenwold DR @ Edcath RI NW",,  51.123591,-114.138111,,,0
7083,7083,"SB  Edenwold DR @ Edgemont BV NW",,  51.126693,-114.138791,,,0
7084,7084,"NB Edenwold DR @ Edenstone RD NW",,  51.122319,-114.144193,,,0
7085,7085,"NB  Edenwold DR @ Edforth CR NW",,  51.124270,-114.144916,,,0
7086,7086,"SB Edgebrook DR@ Edgebank CI NW",,  51.128347,-114.138760,,,0
7087,7087,"WB Edgevally WY @ Edgebrook DR NW",,  51.134937,-114.134950,,,0
7088,7088,"SB 53 ST NW @ Valiant DR",,  51.089642,-114.164560,,,0
7089,7089,"WB 40 AV NW @ 52 ST NW",,  51.088341,-114.162469,,,0
7090,7090,"NB 53 ST NW @ Valiant DR",,  51.090591,-114.164359,,,0
7092,7092,"EB Varsity DR @ 49 ST NW",,  51.093665,-114.159458,,,0
7093,7093,"NB 49 ST NW @ S. of 40 AV NW",,  51.086860,-114.158532,,,0
7094,7094,"SB 49 ST NW  @ N. of 34 AV NW",,  51.084460,-114.158965,,,0
7095,7095,"WB 32 AV NW @ 39 ST NW",,  51.081612,-114.145445,,,0
7096,7096,"EB 32 AV NE @ 15A ST NE",,  51.081368,-114.020038,,,0
7097,7097,"EB Dalhousie DR @ Dalham CR NW",,  51.106216,-114.158488,,,0
7098,7098,"EB Dalhousie DR @ Dalham CR NW",,  51.106194,-114.158332,,,0
7099,7099,"EB Dalhousie DR @ Dalgetty DR NW",,  51.103275,-114.149653,,,0
7100,7100,"EB Hidden Valley DR @ Hidden Vale CL NW",,  51.144955,-114.103771,,,0
7101,7101,"WB Dalhousie DR @ Dalgetty DR NW",,  51.103535,-114.150709,,,0
7103,7103,"SB Northland DR @ N. of Northmount DR NW",,  51.098374,-114.141584,,,0
7104,7104,"NB Westwinds DR @ 52 AV NE",,  51.100539,-113.976075,,,0
7105,7105,"WB Westwinds DR @ 44 ST NE",,  51.100222,-113.971124,,,0
7106,7106,"EB Dalhousie DR @ 54 ST NW",,  51.108733,-114.164349,,,0
7107,7107,"WB Dalhousie DR @ 54 ST NW",,  51.109212,-114.164834,,,0
7108,7108,"NB 53 ST NW @ Valencia RD",,  51.100844,-114.164346,,,0
7109,7109,"WB Varsity Estates DR @ Varsity Estates RD NW",,  51.103164,-114.165061,,,0
7110,7110,"WB Varsity Estates DR @ Varsity Estates RI NW",,  51.096529,-114.167753,,,0
7111,7111,"WB Varsity Estates DR @ W of Varsity Estates RI NW",,  51.097581,-114.172217,,,0
7112,7112,"WB Varsity Estates DR @ Varsity Estates GR NW",,  51.100878,-114.176501,,,0
7113,7113,"WB 54 AV NW @ Silverdale DR",,  51.101513,-114.187548,,,0
7114,7114,"NB Silver Springs DR @ Silver Springs WY NW",,  51.109285,-114.183104,,,0
7115,7115,"NB Silver Springs DR @ S of Silver Springs HILL NW",,  51.106133,-114.184796,,,0
7116,7116,"EB Silver Springs RD @ Silver Brook RD NW",,  51.110426,-114.187121,,,0
7117,7117,"SB Silver Springs DR @ Silver Springs CR NW",,  51.110079,-114.183570,,,0
7118,7118,"SB Silver Springs DR @ 62 AV NW",,  51.107905,-114.184031,,,0
7119,7119,"SB Silver Springs DR @ Silver Brook DR NW",,  51.106262,-114.184931,,,0
7120,7120,"NB Silverdale DR @ 54 AV NW",,  51.101610,-114.186728,,,0
7121,7121,"SB Varsity Estates DR @ 1000 Varsity Estates PL NW",,  51.099482,-114.174215,,,0
7122,7122,"EB Varsity Estates DR @ Varsity Estates RI NW",,  51.096403,-114.166646,,,0
7123,7123,"NB Varsity Estates DR @ Varsity Estates PL NW",,  51.105220,-114.172693,,,0
7124,7124,"WB Varsity Estates DR @ Varsity Estates PL NW",,  51.107930,-114.177243,,,0
7125,7125,"SB Varsity Estates DR @ Varsity Estates CR NW",,  51.106293,-114.178757,,,0
7126,7126,"EB Varsity Estates DR @ Varsity Estates PL NW",,  51.107648,-114.176031,,,0
7127,7127,"SB Varsity Estates DR @ Varsity Estates VW NW",,  51.106119,-114.173395,,,0
7128,7128,"NB Varsity Estates DR @ Varsity Estates CR NW",,  51.106927,-114.178547,,,0
7129,7129,"SB 53 ST NW @ Valparaiso PL",,  51.100671,-114.164599,,,0
7130,7130,"SB 53 ST @ Varsity Estates GV NW",,  51.097550,-114.164633,,,0
7131,7131,"NB Silver Springs BV @ Silver Springs GA NW",,  51.104235,-114.188912,,,0
7132,7132,"WB Silver Springs RD @  Silver Springs BV NW",,  51.110215,-114.200437,,,0
7133,7133,"WB Silver Springs RD @ S Silver Valley DR NW",,  51.109155,-114.206888,,,0
7134,7134,"WB Silver Springs RD @ Nose Hill DR NW",,  51.109731,-114.209925,,,0
7135,7135,"WB Silver Springs RD @ Silver Hill WY NW",,  51.109307,-114.203092,,,0
7136,7136,"SB Silver Ridge DR @ Silver Hill RD NW",,  51.107019,-114.197715,,,0
7137,7137,"SB Silver Ridge DR @ Silver Crest CR NW",,  51.104917,-114.199700,,,0
7138,7138,"EB Silver Ridge DR @ Silver Crest DR NW",,  51.103365,-114.193879,,,0
7139,7139,"WB Silver Ridge DR @ Silver Ridge CL NW",,  51.103650,-114.193376,,,0
7140,7140,"WB Silver Ridge DR @ Silver Ridge PL NW",,  51.103529,-114.197326,,,0
7141,7141,"NB Silver Ridge DR @ Silver Mead RD NW",,  51.106777,-114.197730,,,0
7142,7142,"EB Silver Springs RD @ Silver Valley DR NW",,  51.109047,-114.205766,,,0
7143,7143,"EB Silver Springs RD @ Silver Springs WY NW",,  51.109500,-114.201752,,,0
7144,7144,"EB Scenic Acres BV @ Scurfield WY NW",,  51.119321,-114.214135,,,0
7145,7145,"NB Scenic Acres BV @ Scenic Park GA NW",,  51.117698,-114.217762,,,0
7147,7147,"SB Scenic Acres DR @ Scenic Acres GA NW",,  51.114359,-114.211647,,,0
7148,7148,"SB Scenic Acres DR @ Scenic Glen CR NW",,  51.111906,-114.213266,,,0
7149,7149,"NB Scenic Acres DR @ Scenic Glen CR NW",,  51.112348,-114.212610,,,0
7150,7150,"NB Scenic Acres DR @ Scenic Acres TC NW",,  51.114050,-114.211494,,,0
7151,7151,"NB Scenic Acres DR @ Scandia PT NW",,  51.111810,-114.219774,,,0
7152,7152,"NB Scenic Acres DR @ ScandiaBA NW",,  51.114249,-114.220970,,,0
7153,7153,"WB Scenic Acres BV @ Scurfield DR NW",,  51.119627,-114.211887,,,0
7154,7154,"WB Scenic Acres BV @ Scurfield WY NW",,  51.119313,-114.215336,,,0
7155,7155,"SB Scenic Acres BV @ Scenic Hill CL NW",,  51.117278,-114.218988,,,0
7156,7156,"WB Scurfield DR @ Scanlon PL NW",,  51.124109,-114.219192,,,0
7157,7157,"WB Scurfield DR @ Scotia PT NW",,  51.122550,-114.216013,,,0
7158,7158,"WB Scurfield DR @ Scanlon GR NW",,  51.124624,-114.223435,,,0
7159,7159,"NB Scurfield DR @ Scripps LD NW",,  51.120135,-114.222632,,,0
7160,7160,"NB Scurfield DR @ Scanlon GA NW",,  51.122541,-114.224746,,,0
7161,7161,"EB Scurfield DR @ Scanlon GR NW",,  51.124482,-114.222014,,,0
7162,7162,"SB Scurfield DR @ Scanlon PL NW",,  51.123464,-114.218530,,,0
7163,7163,"EB Scurfield DR @ Scotia PT NW",,  51.122249,-114.214744,,,0
7164,7164,"SB Scurfield DR @ Scenic GD NW",,  51.120654,-114.211196,,,0
7165,7165,"SB Scenic Acres DR @ Scenic Acres BV NW",,  51.115571,-114.222506,,,0
7166,7166,"SB Scenic Acres DR @ Scandia RI NW",,  51.113549,-114.220684,,,0
7167,7167,"SB Scenic Acres DR @ Scandia RI NW",,  51.111825,-114.220030,,,0
7168,7168,"EB Scenic Acres DR @ Scenic Ridge GA  NW",,  51.110830,-114.216046,,,0
7169,7169,"SB Scurfield DR @ Schubert GA NW",,  51.124053,-114.225127,,,0
7170,7170,"SB Scurfield DR @ Schooner CL NW",,  51.121784,-114.224291,,,0
7171,7171,"SB Scurfield DR @ Sceptre CL NW",,  51.118078,-114.223156,,,0
7172,7172,"WB Silver Springs RD @ 70 ST NW",,  51.110553,-114.189414,,,0
7173,7173,"NB Silvergrove DR @ Silver Springs RI NW",,  51.113880,-114.193513,,,0
7174,7174,"NB Silvergrove DR @ Silver Springs RD NW",,  51.110820,-114.191555,,,0
7175,7175,"EB Bow TR @ 37 ST SW",,  51.044673,-114.140398,,,0
7176,7176,"NB Ranchlands BV @ Ranchero DR NW",,  51.120978,-114.193912,,,0
7177,7177,"SB Ranchlands BV @ Ranchero DR DR NW",,  51.120154,-114.194062,,,0
7178,7178,"EB Silvergrove DR @ 78 ST NW",,  51.116525,-114.199541,,,0
7179,7179,"SB Silvergrove DR @ 66 AV NW",,  51.112292,-114.191781,,,0
7180,7180,"WB Silvergrove DR @ 300 Silvergrove PL NW",,  51.116664,-114.197832,,,0
7181,7181,"SB Silvergrove DR @ Silvergrove WY NW",,  51.116160,-114.202678,,,0
7182,7182,"SB Ranchlands BV @ Ranchview RD NW",,  51.117186,-114.185110,,,0
7183,7183,"SB Ranchview DR @ Ranchlands BV NW",,  51.115730,-114.181812,,,0
7184,7184,"EB Ranchview DR @ Ranchview CR NW",,  51.114299,-114.179155,,,0
7185,7185,"SB Ranchview DR @ Ranchero DR NW",,  51.121084,-114.190475,,,0
7186,7186,"EB  Ranchview DR @ Ranchridge WY NW",,  51.120402,-114.186429,,,0
7187,7187,"NB Ranchero DR @ Ranchview DR NW",,  51.121535,-114.190148,,,0
7188,7188,"NB Ranchero DR @ Ranchero PL NW",,  51.123834,-114.189622,,,0
7189,7189,"WB Ranchview DR @ Ranchero RD NW",,  51.120509,-114.188252,,,0
7190,7190,"EB Symons Valley PY @ Evanspark BV NW",,  51.167927,-114.117311,,,0
7191,7191,"WB Ranchview LI @ Ranch Estates DR NW",,  51.115775,-114.175821,,,0
7192,7192,"WB 66 AV NW @ Dalcastle WY",,  51.114887,-114.173689,,,0
7193,7193,"WB 66 AV NW @ Dalcastle CO",,  51.113181,-114.170135,,,0
7194,7194,"EB 66 AV NW @ Dalcastle WY",,  51.114271,-114.172769,,,0
7195,7195,"EB 66 AV NW @ Dalcastle RI",,  51.113237,-114.170589,,,0
7196,7196,"NB Ranchlands BV @ Ranchview RD NW",,  51.117772,-114.185532,,,0
7197,7197,"WB Ranchlands BV @ Ranchview DR NW",,  51.116208,-114.182240,,,0
7198,7198,"WB Ranchview DR @ Ranch Estates DR NW",,  51.119934,-114.177111,,,0
7199,7199,"WB Ranchview DR @ Ranchlands BV NW",,  51.120185,-114.179682,,,0
7200,7200,"SB Ranchview DR @ Ranchview ME NW",,  51.118220,-114.175781,,,0
7201,7201,"EB Ranchview DR @ Ranchlands BV NW",,  51.119869,-114.177401,,,0
7202,7202,"SB Hawksbrow DR @ Hawkwood HL NW",,  51.127529,-114.175761,,,0
7203,7203,"EB Hawksbrow DR @ Hawkridge PL NW",,  51.125106,-114.170049,,,0
7204,7204,"SB Edgemont BV @ Edgehill DR NW",,  51.121289,-114.154704,,,0
7205,7205,"SB Edgemont BV @ Edgepark BV NW",,  51.124454,-114.151722,,,0
7206,7206,"NB Edgemont BV @ Edgehill DR NW",,  51.121746,-114.153890,,,0
7207,7207,"NB Edgemont BV @ Edgepark BV NW",,  51.125500,-114.150357,,,0
7208,7208,"NB Hawkstone DR @ Hawkcliff WY NW",,  51.131441,-114.166073,,,0
7209,7209,"EB Hawkstone DR @ Hawkwood BV NW",,  51.129691,-114.168811,,,0
7210,7210,"NB Hawkwood BV @ Hawkcliff GA NW",,  51.127326,-114.166640,,,0
7211,7211,"SB Hawkwood BV @ Hawkview RD NW",,  51.129220,-114.169083,,,0
7212,7212,"SB Hawkwood BV @ Hawkcliff GA NW",,  51.126739,-114.166919,,,0
7213,7213,"WB Hawksbrow DR @ Hawkwood BV NW",,  51.125128,-114.167961,,,0
7214,7214,"NB Hawksbrow DR @ Hawkridge CO NW",,  51.127483,-114.175335,,,0
7215,7215,"SB Hawkwood HL @ Hawkley Valley RD NW",,  51.125556,-114.179369,,,0
7216,7216,"NB Hawlwood RD @ Hawkfield WY NW",,  51.128952,-114.188883,,,0
7217,7217,"NB Hawkwood DR @ Hawkside RD NW",,  51.129021,-114.183518,,,0
7218,7218,"NB Hawkwood DR @ Hawkwood BV NW",,  51.130855,-114.183492,,,0
7219,7219,"NB Hawkwood DR @ Hawkbury CL NW",,  51.134335,-114.182708,,,0
7220,7220,"SB Hawkwood DR @ Hawkville CL NW",,  51.133633,-114.183437,,,0
7221,7221,"SB Hawkwood DR @ Hawkdale GA NW",,  51.130059,-114.183698,,,0
7222,7222,"SB Hawkwood DR @ Hawkside RD NW",,  51.128201,-114.184211,,,0
7223,7223,"EB Crowfoot CR @ Crowfoot WY NW",,  51.126023,-114.198766,,,0
7224,7224,"WB Hawkstone DR @ Hawkmount GR NW",,  51.135220,-114.179152,,,0
7225,7225,"EB Hawkstone DR @ Hawkmount HT NW",,  51.134889,-114.174740,,,0
7226,7226,"EB Hawkstone DR @ Hawktree CL NW",,  51.134966,-114.170103,,,0
7227,7227,"NB Arbour Ridge WY @ Arbour Lake WY NW",,  51.138202,-114.186419,,,0
7228,7228,"WB @ Hawkstone DR NW Terminal",,  51.133123,-114.166070,,,0
7229,7229,"SB Hawkwood RD @ Hawkfield WY NW",,  51.128303,-114.188450,,,0
7230,7230,"SB Ranchero DR @ John Laurie BV NW",,  51.125029,-114.189564,,,0
7231,7231,"SB Crowfoot GA @ John Laurie BV NW",,  51.128285,-114.197814,,,0
7232,7232,"SB Ranchlands BV @ Ranchlands WY NW",,  51.122525,-114.195419,,,0
7233,7233,"WB Hawkstone DR @ Hawkmount CL NW",,  51.134906,-114.176183,,,0
7234,7234,"EB John Laurie BV @ 100 Crowfoot GA NW",,  51.128325,-114.196482,,,0
7235,7235,"WB John Laurie BV @ 100 Crowfoot GA NW",,  51.129188,-114.197574,,,0
7236,7236,"SB John Laurie BV @ Arbour Wood CL NW",,  51.132696,-114.203994,,,0
7237,7237,"EB Arbour Lake DR @ John Laurie BV NW",,  51.133544,-114.202971,,,0
7238,7238,"WB James McKevitt RD @ Millrise WY SW",,  50.921462,-114.081562,,,0
7239,7239,"EB Arbour Lake WY @ Arbour Lake DR NW",,  51.135348,-114.200532,,,0
7240,7240,"WB Arbour Lake WY @ Arbour Estates WY NW",,  51.133206,-114.197116,,,0
7241,7241,"EB Arbour Lake WY @ Arbour Estates WY NW",,  51.132777,-114.196084,,,0
7242,7242,"NB Arbour Lake WY @ S. of Arbour Cliff CL NW",,  51.133795,-114.192405,,,0
7243,7243,"SB Arbour Lake WY @ Arbour Lake DR NW",,  51.134786,-114.192131,,,0
7244,7244,"SB Arbour Ridge WY @ Arbour Ridge CI NW",,  51.138145,-114.190411,,,0
7245,7245,"NB Arbour Ridge WY @ Arbour Ridge CI NW",,  51.139038,-114.190872,,,0
7246,7246,"SB Arbour Ridge WY @ Arbour Ridge HT NW",,  51.139648,-114.191206,,,0
7247,7247,"NB Arbour Ridge WY @ Arbour Ridge HT NW",,  51.140379,-114.190562,,,0
7248,7248,"SB Arbour Ridge WY @ Arbour Ridge PA NW",,  51.140149,-114.186215,,,0
7249,7249,"WB Arbour Ridge WY @ Arbour Ridge PA NW",,  51.140916,-114.186711,,,0
7250,7250,"SB Manning RD @ Centre AV NE",,  51.052647,-114.017245,,,0
7251,7251,"NB 6 ST SE @ 8 AV SE",,  51.045511,-114.048254,,,0
7252,7252,"SB Sherwood DR @ Sherwood BV (South Leg) NW",,  51.162121,-114.159897,,,0
7253,7253,"SB Bannister RD @ 149 AV SE",,  50.918679,-114.068517,,,0
7254,7254,"SB Bannister RD @ 151 AV SE",,  50.916886,-114.067647,,,0
7255,7255,"SB Bannister RD @ 153 AV SE",,  50.914882,-114.066308,,,0
7256,7256,"WB Sun Valley BV @ Midpark BV SW",,  50.906636,-114.056057,,,0
7257,7257,"NB Citadel DR @ Citadel Crest GR NW",,  51.148132,-114.180466,,,0
7258,7258,"WB Midlake BV @ Midridge DR SE",,  50.914812,-114.062470,,,0
7259,7259,"SB Midpark BV @ Midlake BV SE",,  50.914308,-114.061392,,,0
7260,7260,"NB Midpark BV @ Midpark DR SE",,  50.912910,-114.060854,,,0
7261,7261,"EB Citadel DR @ 400 Citadel Meadow BA NW",,  51.148880,-114.176431,,,0
7262,7262,"EB Westwinds DR @ 40 ST NE",,  51.100043,-113.975336,,,0
7263,7263,"EB Richmond RD @ Sierra Morena BV SW",,  51.016012,-114.175345,,,0
7264,7264,"WB Richmond RD @ Signal Hill Mall SW",,  51.017063,-114.171959,,,0
7265,7265,"SB Westwinds DR @ 54 AV NE",,  51.102104,-113.976387,,,0
7266,7266,"SB Sherwood BV @ 400 Sherwood PL NW",,  51.159160,-114.153884,,,0
7267,7267,"NB Midpark BV @ Sun Valley BV SW",,  50.907092,-114.055246,,,0
